customer_text,amazon_reply
"@AmazonHelp I am not sure, but it said the return window closed in September. does it mean I can't exchange it?","@737051 You may need to contact the manufacturer, can you send us a link to the item on the website? ^JJ"
@AmazonHelp https://t.co/0TGlx159A1,@737051 Please get in touch with us to discuss this issue further by clicking on the following link  https://t.co/JzP7hlA23B ^SA
@117086 Dracula de Bran Stoker adoroooooo,@737422 Olá Raimundo! É um livro incrível!❤️ ^HC
@AmazonHelp I’m only missing the part that goes with the sling to connect the straps https://t.co/1W5eC7yra3,@737744 I'm sorry your order was incomplete. We're here to help you! Please reach out here: https://t.co/7qT6HvWQbP. Thank you. ^SE
@AmazonHelp and it's in the same city as me. 3/3,@737748 I'm sorry for the delay. Our team would like to review this for you. Please provide your info here: https://t.co/wlp2DfovIy ^RA
@100873 @120533 We have to talk. What is this? Quality control? https://t.co/JCh22tanzD,"@738016 Hello Alex, can you give us more information please ? ^MA"
"@AmazonHelp It's OK, I've asked for a return. It's a hard drive, in the box there was only like the structure, no electronics or cover. Package was perfectly sealed. Error at the factory, most likely.","@738016 Thanks for the update Alex, glad to hear it was sorted for you in the end 😊"
@AmazonHelp I've been sent an email about Amazon Prime subscription but I don't know anything about it so it could be a scam. Could I send you a print screen to check?,"@738289 Hello, Dee! You can check out the following link for ways to identify if an email is from Amazon or not, as well as how to report a phishing email: https://t.co/Nrpr7E6CwD ^MW"
@120533  mon chat vous remercie 😁 https://t.co/pGrpaBzmyf,"@738296 Je craque LITTERALEMENT 😍😍 Il est super beau votre chat, en plus il a l'air d'aimer nos cartons 😄 Etait-ce un cadeau pour lui ? ^ARC"
@AmazonHelp Non mais le prochain c'est pour lui! :D,@738296 Un aussi beau chat mérite tous les cadeaux du monde 😍😄 Comment s’appelle-t-il ? ^ARC
@AmazonHelp Hermès ;),"@738296 Son prénom lui colle à merveille 😍 Toues l'équipe lui fait un gros câlin et demande si vous auriez d'autres photos de lui à partager avec nous 😋😍
^ARC"
Es scheint als würden wir unsere #MondayMotivation nicht erreichen da @116316 uns einen Bohraufsatz statt unserem S8 liefert 🙄 #givemethemoney,"@738604 Solltest du kein Heimwerker sein, der einen Bohraufsatz für eine #WeekendMotivation gebrauchen kann, dann würde ich dir vorschlagen, dich hier zu melden: https://t.co/dDmBEPionb ^AW"
@AmazonHelp I'm not sure. My password was working earlier today but now it's not. I was trying to check the my order status but can't login,"@178198 We'd like to look into this with you, please reach us by phone, here: https://t.co/jzvkhdlrK5 ^AG"
@AmazonHelp I just signed up for amazon &amp; when I go back to check my order status my password doesn't seem to work.,@178198 Thanks for contacting us. Have you received an e-mail from our Account Specialists regarding the status of your account? ^GG
"@AmazonHelp At this point, I've requested a refund only to get a message asking me to return an item I've never received. 😡.","@738779 Hi, I'm sorry to hear this. What options did you choose when arranging the return on your account? ^KK"
@AmazonHelp Does amazon prime gives free shipping to The middle east countries?,"@738986 Thanks for reaching out! Amazon Prime only provides free shipping to the country associated with the website. For example, Amazon Prime on https://t.co/nUUp5MLhYl only provides free shipping within the United States. ^BG"
@AmazonHelp Ok thanks so much,"@738986 You're welcome, thanks for contacting us! ^JJ"
@AmazonHelp I never received it. The customer service person issued a refund on her end.,@738779 We've notified our Locker team of the trouble you've had at the Gumbo location. We'd also like to take a second look at your order to correct the return status. Please contact us once more here: https://t.co/hApLpMlfHN ^NM
@115821 Wow. Another empty box Amazon scam. Amazon is a fraud.,"@740585 Hello, sorry to hear this. Was the item sold directly by Amazon or a seller? Keep us posted! ^CN"
"@AmazonHelp Received Amazon Pantry delivery with a broken seal. Would it be okay to use the product? 🤔
#India https://t.co/H4OwGi91XJ","@740601 Sorry to hear that, Piyush. If you are skeptical about the product you may return it by contacting our support team here: https://t.co/vlvfJr4nN9. ^NK"
"@AmazonHelp Thought of doing so, but was disappointed to see this! https://t.co/Qr2F0ZNGyq",@740601 Apologies for the error. Kindly report this to our support team using the link provided earlier so that we can resolve the issue for you. ^MN
"@AmazonHelp Por el momento El murmullo de las abejas, 
Un monstruo de mil cabezas, Matar a un ruiseñor y la quimica","@742734 ¡Muy interesante los libros que has escogido! ☺️😉 Estamos ansiosos por saber cual de ellos será tu preferido, ¿hay alguno de ellos que en especial te llame la atención? ^KA"
Voy en mi sexto pedido de @116875 jajajaja. Ya den membresías de cliente frecuente :P https://t.co/W37AUJ1ll2,"@743040 Las compras por Amazon pueden ser un poco adictivas 😁 lo sabemos ¡Gracias por tu fidelidad, Gus!  ❤️  Cuéntanos, ¿qué productos son los qué más compras en nuestra página? ^ES"
"@AmazonHelp uy muchas cosas wuuuu!! (jajaja) ahora libros, lociones, ropa y acumulando :P","@743040 Justo los artículos más adictivos, y ni hablar de los libros. 📚 ¿Tienes algún género favorito para leer? ^ES"
does this look new @115821? 🙄 #amazon #gross https://t.co/65jGl9Ga1y,@744642 Oh no! We're here to help! Have you had a chance to checkout available return/replacement options here: https://t.co/VHu7PpTiEB ^ML
@AmazonHelp Pela Amazon. Eram 5 mangás importados.,"@745279 Neste caso, você já conferiu as informações do seguinte link: https://t.co/N1pbWLgwkC?. ^NB"
"@AmazonHelp Como o endereço é de onde trabalho, só vou conseguir confirmar o recebimento ou não segunda-feira. Obrigado.",@745279 Nada! Por favor nos deixe saber se recebeu o seu pedido Se-chan. Um feliz final de semana para você!    ^JJ
"Came home today to a replacement package at my door, thank you @AmazonHelp for resolving this! ❤️Proud Prime member https://t.co/81KfGt82nf",@738998 Wonderful news! Thanks for keeping us posted on this situation. I hope you take care and have a great weekend! ^BV
@AmazonHelp When will you announce the results.. after every one forgot about the game??,"@745398 The winners have been announced, Srikanth. Here you go: https://t.co/hU0C7jP8dY. ^HD"
@AmazonHelp Thnq... I didnt won..:(,@745398 Sorry to hear that. We have lots more in store for you. I wish you luck for those contests. Please stay tuned.  ^NK
@122720 @115850 This is so funny. 2 SMSes by the from @115850 contradicting each other. 1st says it’s delivered and 2nd says it’s our for delivery.,@497697 I'm sorry about this experience. Please report this to our team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK
@AmazonHelp I have shared the details and the agents no too. Pls take action if you think it will help. I am not going to fill any forms.,@497697 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (3/3)
@AmazonHelp I have shared the details and the agents no too. Pls take action if you think it will help. I am not going to fill any forms.,@497697 platform we don't have access to your account details. I'd like to help you. ^AK (2/3)
@AmazonHelp I have shared the details and the agents no too. Pls take action if you think it will help. I am not going to fill any forms.,@497697 Apologies for the trouble with the delivery of the order. This being social media ^AK (1/3)
"@AmazonHelp Now for pickup, the delivery agent calls at 5.25pm for a 1-4 pm slot. No calls made earlier for delay. Completely irresponsible, no control","@497697 Also, please keep us posted if you face an issue further with the return. 2/2 ^BV"
"@AmazonHelp Now for pickup, the delivery agent calls at 5.25pm for a 1-4 pm slot. No calls made earlier for delay. Completely irresponsible, no control",@497697 I'm sorry for the inconvenience. I've noted your comments and have forwarded your feedback internally. 1/2 ^BV
"@AmazonHelp um so I ordered something that was supposed to arrive today. Got a text ""out for delivery by 8pm"". Check UPS: it is in PA. WTF.",@746165 I'm sorry for the wait! Please reach us by phone or chat so we can look into this with you: https://t.co/hApLpMlfHN ^EA
@AmazonHelp This is order number.u didnt give me product for which I paid 1 month before. Give me with interest of month https://t.co/8LZ5eaVxYW,"@746266 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA"
@AmazonHelp This is order number.u didnt give me product for which I paid 1 month before. Give me with interest of month https://t.co/8LZ5eaVxYW,"@746266 I'm sorry about the bad experience you've had. We've sent you a link via DM, please check and fill the required details. ^HA"
@AmazonHelp Give me a perfect time that when my problem ll solved @115850,"@179062 We regret for the trail with your concern, revert to our correspondence &amp; we'll get back to you with updates. ^MJ"
"Thanks for the email, @115821.

I had no idea my ""better half"" when on a shopping spree under my bank account.",@179070 I hope something nice was ordered for you aswell 😉 ^KM
@AmazonHelp Not rectified. I was told to wait for email which happened to be the same email asking for my bank details.,@179125 Please fill out this form: https://t.co/R55eEQwSEs so a member of our team can look into this for you. ^JJ
@AmazonHelp The email is a non-replyable one. However I have chatted with your customer service three times to inform them.,@179125 When you chatted to us what was offered to you? Was the problem rectified ? ^CR
@AmazonHelp わざわざありがとうございます(&gt;_&lt;),@748030 とんでもないことです！今後ともご利用の際に何かお困りのことやご不明点があれば、いつでもご遠慮なくお問い合わせください。 RI
Amazonの支払い番号のメールが2回に分けて届いたんだけど,@748030 失礼いたします。恐れ入りますが、発送元の違いや在庫状況等により発送が分かれることがあり、発送が分かれた場合、お支払い番号も分かれて発行となります。詳しくは、こちらのリンクをご参照ください。https://t.co/QyCnZpCxej  SM
@AmazonHelp It's been 19 hours since you said your team is right on the issue. I neither get any update not seen any improvement so far. I paid ₹2500 to Amazon to get mental agony and worries. Nothing much,"@285435 I understand waiting can be tiresome. However, please be assured we are working on this, you'd receive an update anytime soon. Appreciate your patience. ^EM"
@AmazonHelp How long would you take to resolve an issue? It's been 3 days,"@285435 I know it's taken more time than expected, Sakthi. Please be assured that we're working on this and we'll get back to you soon with an appropriate resolution. ^SY"
"@AmazonHelp No one got in touch and I am not getting any help. Even blocked from receiving calls. Will file a case against Amazon,if no resolution given","@748043 We are working on it, please allow us sometime and we will get back to you at the earliest. ^AH"
"@AmazonHelp Haven’t tried them. Started with USPS, then came to you guys",@749142 When you reach out to the seller we ask that you give them two business days to respond. If the seller doesn't respond or unable to assist you then we can look into your options with our A to Z guarantee. You can find more info here: https://t.co/DibGxNMtqG ^MO
@AmazonHelp I believe sold by third party seller https://t.co/6NY0ROypBX,"@749142 Have you reached out to the seller via e-mail: https://t.co/8BXuPrhbsA? If so, what options did the seller provide? ^GM"
@AmazonHelp How much time will you take for it and Now i want my money back any how.,@749229 I understand waiting can be tiresome. We will get in touch with you and get this resolved at the earliest. ^BV
@AmazonHelp can i know what will you do and how will you resolve it. please tell me about your process and I call many time at your CC number so please.,@749229 Our team will work on the issue and email you here: https://t.co/Op3KvG27Lj Kindly keep an eye on it. ^NS
Hey @115821 &amp; @UPSHelp don’t tell me my package is arriving at 8p when it’s been in my city since 2a and still isn’t here @ 10:35p.,@750332 Oh no! I'm sorry for the wait. Have you had a chance to reach us for your available options: https://t.co/hApLpMlfHN? ^DW
@115821 find ich schon scheiße wenn dran steht zuerst Zustellung am 30.10 und urplötzlich Dummkopf wir liefern es erst am 4.11 https://t.co/Eo2kj5uFzf,@750626 Welches Datum wurde dir in der Bestellbestätigung genannt? Das endgültige Lieferdatum wird dann erst bestätigt. Gruß ^TA
@116935 how come only 4 tracks are on the new Liam Gallagher album? Will it be updated soon ?,@179600 We'd like to help. Is this issue occurring on your browser or a mobile device? ^GG
@AmazonHelp On mobile device,@179600 We aren't able to reproduce this. Please reach out to us by phone here: https://t.co/JzP7hlA23B ^RR
kindleリーダー買った。スゲエ便利です。場所取らないし文字を拡大して読みやすい。欠点はほぼ本読むことしかできないのとこれで買っても書店にお金を落とせないとこ。あと大分高い。高かった……,@751806 リプライ失礼いたします、Amazon公式です。Kindle端末のご購入、誠にありがとうございました！ お客様が便利に快適に読書をしていただけるよう、これからもよりよいサービスの提供に努めてまいりますので、末永くご愛顧いただければ幸いに存じます🙇 HM
Why a box 6 x bigger than the item (including padding)? @115830 a bit excessive! https://t.co/aJsXFdd9X8,@751944 Hey William! We'd love to have your packaging feedback. Please visit this link: https://t.co/hgHOJ7At8F and let us know what you think. ^AP
"@AmazonHelp ご丁寧にありがとうございます😭
助かります😢",@752089 とんでもないことです！当サイトのご利用でお困りのことやご不明点があれば、いつでもお気軽にお問い合わせください。 RI
@AmazonHelp リプありがとうございます😭プライム会員はどのようにすればなれますか？？,@752089 こちらのページからご登録のお手続きをしていただくことができます。なお、会費のお支払いはクレジットカードまたは携帯決済となります。https://t.co/kkhNDBh501 特典についてはこちらをご覧ください。https://t.co/1PpAwsrlZO RI
Amazonプライムの見方教えてくださいだれか😭プライム会員にならなきゃいけないのかなあ～～～わからねーー😭,@752089 「プライム・ビデオ」でしょうか？プライム・ビデオはAmazonプライム会員であれば「対象作品が追加料金なしでご視聴いただけるサービス」です。詳しくは以下のリンクのヘルプページをご参照ください。https://t.co/xtIrN3nlOk TN
@115830 suggesting I order 45 rolls of toilet paper as a #payday treat. How well they know me... https://t.co/FA6TunJq2D,@752235 Treat yo self.. 😜 ^NV
@115821 Received order w/NO PROTECTIVE PACKING &amp; Horrified to find 2 of 4 sets of glassware COMPLETELY DESTROYED/ BROKEN; 3rd 2 cracked!! https://t.co/bYYMBTvLBN,@752279 Oh no! I am so sorry about the damage! Please contact us by phone or chat: https://t.co/hApLpMlfHN. We want to fix this! ^SD
"@AmazonHelp Hi, it says 5th Generation.. That's all",@752282 Try these trouble shooting steps for help Stacey https://t.co/WrRxW59iqD ^KM
@AmazonHelp I don't understand how to reset my Kindle? Everytime I press the off button for more than 7 seconds it just turns off? It doesn't reset,"@752282 Ok, please reach out here so we can help you over the phone or live chat  https://t.co/JzP7hlA23B ^KM"
Happiness is... Waiting for your  bundle of joy... a.k.a @115821 order! 😊👏😍,@752590 That's what we like to hear! 😀 What's the one thing you are most excited about your order? ^BS
@AmazonHelp It has some of my favorite books this time ... and it gets delivered early EVERY SINGLE TIME. Thank you :),@752590 We are what we repeatedly do! Thank you for stopping by and letting us know  😃 ^BS
"@115850
Delivery agents getting wrong contact numbers whereas I'm receiving notifications on my number. Please find where is the error.",@753394 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
@AmazonHelp 58 transactions on my card via gf's account. We cant identify them as you wont tell either if us what they relate to or where they went! Thus is the list. How could anyone id a single one of those numbers as a legit order? https://t.co/aH6PwEdx63,@753636 Sorry to hear that. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS
@AmazonHelp I still haven't received it and have been getting emails everyday stating its 'out for delivery'.,"@753786 Sorry for the trouble with your order. We'd like to look into this further, please reach out to us here: https://t.co/JzP7hlA23B ^CO"
@AmazonHelp @115850 @AmazonHelp Already shared the details but no one contacted.,"@753913 Thanks for confirming that you've shared your details. We try to reply as early as possible. However, you would receive the reply within 6-12 hours once you've shared the details in the link. ^KA"
"@115850 Order placed on 8th Nov, still not delivered. Contacted customer service multiple times, but still no resolution. #PatheticService #Prime (Order no. 403-5575038-0558746)",@753913 Apologies for the trouble with the delivery of the order. I'd like to help. Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (1/2)
@116618 two weeks in a row with a miss on Thursday night football. Fix yourself.,@179948 I'm sorry for any frustration! Please try restarting your device and let us know if that helps. ^EZ
Amazonプライムになりたいと常々思っているのです,"@754456 |・`ω・)ﾁﾗｯ
プライム初回登録であれば30日間無料体験もご利用できますので、ご検討いただければ幸いです(*´︶`*) 
プライム特典内容一覧→https://t.co/AbfeovjCgG TY"
"@AmazonHelp Es kann wohl kaum mein Problem sein, wenn Eltern ihre Kinder vor dem Fernseher parken wollen. In meinem Haushalt gibt es keine.
Ihr fragt die Personalausweisnummer ab um den Pin überhaupt setzen zu können - damit könnt ihr das Alter verifizieren und die Einstellung ggf. anpassen.","@466116 Dein Feedback dazu gebe ich natürlich gern weiter. Ob und wann sich hier was ändert, kann ich aber keider nicht sagen. Liebe Grüße ^MF"
"@AmazonHelp não, disse que já está disponível para leitura","@754461 Neste caso, por favor entre em contato com o nosso SAC pelo seguinte link: https://t.co/ouAOLcNWp4   ^JJ"
"@AmazonHelp sim, já aluguei",@754461 Recebeu alguma mensagem de erro quando tentou alugar o conteúdo?. ^NB
"@116875 Buenos días, ¿hay algún numero donde pueda contactar? tengo un problema con un pago declinado, pero esta autorizado por el banco","@754535 Hola Ulysses, ¿has verificado la siguiente información: https://t.co/YmMfwpxs13? ^LG"
"@AmazonHelp Sí, por eso comento que estaba autorizado el pago por el banco, pero sigue apareciendo como revison de pago.","@754535 Te recomendamos contactar a nuestro Servicio al cliente, ingresa en el siguiente enlace: https://t.co/beR78zMMYB ^HC"
@AmazonHelp Dispatched today,"@301054 Orders can be delivered until 21:00 If it doesn't arrive by this time, please contact us for options: https://t.co/qy3J24VGxb ^AF"
"@AmazonHelp Hey my order of Wolfenstein 2 ""Welcome to Amerika"" Pack has not dispatched in 4 days and was supposed to dispatch yesterday",@755357 I'm sorry your order has been delayed! Have you received any e-mails containing a new delivery date? We're here to help! ^ML
@AmazonHelp No,"@755357 Have you tried to contact us here, John: https://t.co/JzP7hlA23B for real-time assistance? Keep us posted on this delivery!^FR"
@115821 @amazonhelp sup Amazon. I ordered my item on the 20th. Set to arrive on Friday. May I ask what is taking fourteen days?,@755718 When an item ships out is based on its availability.  What was the expected delivery date in the email you received?  ^CH
@AmazonHelp @115850 @AmazonHelp No resolution till now.. Simply FRUSTRATING !!!,"@753913 I understand this could be disappointing, Simarpreet. If you've shared your details, you must have received an email correspondence from our social media team by now. Request you to check it here: https://t.co/8DAc10S7ww and respond for further assistance. ^NK"
Anyone else having problems connecting to @116618 and @127110 ? @AmazonHelp @103573,"@756112 Hi, sorry to hear that, are you getting any error messages when you try to connect to Amazon Video? What device are you using? ^JJ"
"@AmazonHelp Si lo he recibido, ustedes me piden un fax con datos de mi tarjeta y estos son confidenciales. He hehoncompras con ustedes antes y no he tenido ningún inconveniente, no comprendo por qué ahora lo hay.",@757143 En este caso para desbloquear tu cuenta debes seguir los pasos indicados en el email. ^VL
@758976 @758692 @115830 I got that issue my item never arrived the seller supposed to have sent out a second item still not showed up first time Amazon have let me down .,@758975 I'm sorry to hear we've let you down! What is the expected delivery date for your order? You can find this information here: https://t.co/0WMNDj9NhL ^JS
"@AmazonHelp I've been locked out of my account and it says to check my email for instructions, but I haven't received an email telling me how to get back into my account","@758989 Oh no! I'm sorry to hear you are unable to access your account. We'd like to take a look into this with you. When you get a moment, please contact us via phone or e-mail:  https://t.co/jzvkhdlrK5 Thanks! ^SW"
@115850 Ok then how customer can calculate discounts. It means you are cheating your customers by increasing the price to show more disciunts,@176523 sure to share your comments on this as feedback with the team internally for a review. (3/3)^SQ
@115850 Ok then how customer can calculate discounts. It means you are cheating your customers by increasing the price to show more disciunts,"@176523 product belonging to a different batch which doesn't carry the same offer as shown anymore etc. Further, I'll be (2/3)^SQ"
@115850 Ok then how customer can calculate discounts. It means you are cheating your customers by increasing the price to show more disciunts,"@176523 Difference in MRP could happen due to several factors including: Time lag in updating offers post changes in them, (1/3)^SQ"
"@AmazonHelp Still showing MRP 10975, you are just misleading your customers. Please me exact percentage of difference or delivered me with MRP 10975",@176523 I understand your concern. You may refer to our pricing policy here: https://t.co/yQb39uNRsX. ^NR
"@AmazonHelp you dont understand my concern, for one same item how two MRPs are possible, it is clearly the misleading the customers",@176523 For instance post and prior to the implementation of Good and Service Tax (GST) and other market factors as well. (2/2) ^SI
"@AmazonHelp you dont understand my concern, for one same item how two MRPs are possible, it is clearly the misleading the customers","@176523 MRP on the product may differ on the batch it was produced, due to various reasons. (1/2) ^SI"
"@AmazonHelp Yeah we’ve tried all of that, problem is still happening","@141845 Thanks for letting us know! Let's try some live troubleshooting with you via phone or chat, here: https://t.co/hApLpMlfHN ^DW"
Amazon says my package is out for delivery today but USPS didn't leave it &amp; they don't deliver here after 5pm so...?,@474083 Sorry for the trouble this has caused! We're here to help! Could you confirm with us the carrier for delivery shown in your order tracking? You can find this information here: https://t.co/Y5jpI9gRhE. ^VB
Tried to order @697 with @117795 tonight for the first time with a horrible outcome. RR completely forgot an item and the Amazon delivery guy didn’t catch it. Not sure I will ever try that again! https://t.co/7KHEL1hj4o,@761687 I'm sorry to hear that some items were missing from your order. Have you had a chance to reach out to us or Red Robin to get credit for the missing items? ^SY
@AmazonHelp I want to pick it up tonight,@762067 USPS is not open during this time for you to pick up the package. ^SY
"@AmazonHelp. Absolute embarrassing responses from the company. Don’t address any issues, hide their heads in sand &amp; all what you receive is standardised responses that pick out key words. 👎🏻😡@115851","@280281 Hey Colin, sorry to hear you've been having issues. Without divulging personal information, could you explain the problem you've had? ^PJ"
"@AmazonHelp Yeah, Amazon Flex. Absolutely hopeless already emailed numerous times and total waste of time. Responses are embarrassing from such a big company. Instead of hiding behind emails, how’s about picking the phone up. Clueless &amp; messing with people lives. @115851","@280281 Hey Colin, please do contact us here: https://t.co/JzP7hlA23B and we'll be able to connect you with our Amazon Flex team. ^MA"
"@AmazonHelp Done so &amp; once again total waste of time. Advisor clueless, no further forward, put on hold for 6 mins &amp; then just hung up. Embarrassing 👎🏻😡@115851","@280281 Hi Colin, can I ask what the agent you spoke with advised you when you got in touch? ^TI"
@AmazonHelp Holy hell Amazon logistics was supposed to deliver Thursday and today and still no item. Every day assured I'll be a priority delivery,@180888 I'm sorry for the delayed response. Please send us your details here so our team can look into this: https://t.co/mjdWUyw53M ^GG
@AmazonHelp I spoke to an associate and wanted to speak to logistics regarding why i was guaranteed delivery 5 times with no package.They refused the tx,@180888 I understand your frustration. The form provided will allow our Social Media team to look into this and escalate properly. ^GG
@AmazonHelp I completed that form,@180888 Thank you for doing so. A member from my team will look into this for you and get it escalated. ^DW
@AmazonHelp No I complained to customer service gave my email and just got automated response,"@763267 Hey Jane, really sorry about that. This is not what we want our customers to experience! Have you checked your spam folder? If your account is locked you should have received an email from an account specialist to get the issue resolved. ^JC"
"How to get @115850 prime member like quicker deliveries? Place your order on cash on delivery! For prepaid order, with Prime or without, they have collaboration with @120543 !",@763629 Hey JItesh! Did you have any concern unaddressed regarding the delivery of your order? Please let us know so we can assist you accordingly. ^SF
"@AmazonHelp Nothing particular, just my dislike for India post","@763629 I get your concern and would like to inform that regardless of the reason we choose to partner with the carrier, you should be receiving the same level of service you’ve had with the other orders. Further, we'll share your comments internally for improvements. ^VN"
@AmazonHelp No one contacted me yet,@219957 We've emailed you here: https://t.co/DTSNmGldJf Kindly check and write back to it for further assistance. ^SY
@AmazonHelp I did it. All I'm getting is empty promises and the issue keeps repeating. Let me know how to cancel Prime membership. I'm moving to flipkart advantage.,"@241584 I understand that you're upset.  However, I request you to respond to the email sent by the Social Media team. We'll do our best to have this sorted as soon as possible. ^EM"
@AmazonHelp Yes i've checked and no one has used my card at all as we all have our own.,"@138670 As we don't have access to you account through Twitter, please reach out to us here: https://t.co/JzP7hlA23B so we can look into this. ^ES"
decepcionada con pedidos y con atención y soluciones de @116928 en mis últimos pedidos sensación d que cada vez funciona peor cc @115821,"@764447 Hola Marimar, ¿podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^DA"
"Amazonの出店商品…箱が破れてるなー？
って…

ォウフ！？ https://t.co/hhNq5cWHUK",@181099 アマゾンです。ご迷惑をおかけしております。お届けした商品に問題があった場合は、交換(可能な場合)または返品を承ります。注文履歴の「商品の返品」というところから、お手続きください。ET
@AmazonHelp Thank you!,@765120 You are welcome! Let us know if you need any further assistance! ^DJ
"Ahora de repente el paquete de @116928 me llega 1 días mas tarde aún, pagando el Amazon Prime... @AmazonHelp ¿Que ocurre con mi envió?",@765453 Hola. Disculpa los inconvenientes. ¿Has contactado con el transportista asignado para verificar que ha pasado con la entrega del paquete? ^DB
"@AmazonHelp Of course, how will bad products get sold then?","@316898 I get you being upset. As said earlier, if the review doesn't adhere to the review guidelines, it will not get posted. Kindly check for the mentioned guidelines again. Appreciate your understanding in this regard. ^HS"
"@AmazonHelp What's the point in reviews then.
Buyers won't get to know the product clearly and regret later","@316898 I understand your concern, Rutik. However, reviews may not get posted if they do not meet particular guidelines. You can check for more info here: https://t.co/HwACB7E3BC. Appreciate your understanding. ^SM"
@AmazonHelp I tried both,@765655 My apologies for the frustration! Give us a call and we'll certainly look in to this with you and see if we can get this sorted out: https://t.co/zYVX1Qi29G Keep us posted! ^KN
@AmazonHelp I'll DM you,"@706113 Please check your DMs, Matt! I've responded to your inquiry there. ^FD"
Okay I need help people. I wasn't home when Amazon had dropped off a package. They left a package and literally a hour later the town was hit by a tornado. Am I entitled to like a refund or any compensation? Really need that elgato but the tornado destroyed it 💀,"@766363 Oh no! I hope everyone is okay! We'd love to help you with this, Aaryn. Please reach out to us via phone or chat here: https://t.co/hApLpMlfHN Let us know if you have any other questions or concerns! ^AJ"
"@AmazonHelp :-  Terrible feeling team.being  prime member, Delivery from global store has brought such shame to me.really unprofessional.",@181437 our valued customer. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll take necessary actions to make things right. 2/2 ^MJ
"@AmazonHelp :-  Terrible feeling team.being  prime member, Delivery from global store has brought such shame to me.really unprofessional.","@181437 I'm sorry for the disappointment with your order, It is never our intention to cause inconvenience to 1/2 ^MJ"
@AmazonHelp But how this will help...I hv decided to gift some one this product but now it seems I am big red..,@181437 Kindly share your details through the secure link above. We'll work on the issue and will get back to you. ^OS
@AmazonHelp https://t.co/g7Kl7rvC8T related to downloaded videos.,"@181445 Hi, what has been advised or actioned by Customer service when you contacted? ^AT"
"@AmazonHelp There was ""hold"" music for about 10+ mins, then silence for 10 mins or so, then call discnnctd...","@181445 Provide your details here: https://t.co/ZlYVEoZx1C and ""Skip Sign in"" so my team can look into this further. ^EZ"
@AmazonHelp Last call about 2 wks ago got discnnctd.  Put on hold by cust service bec she was writing anthr reprt.,@181445 We can look into this for you. Please fill in the link below and we will reach out to you shortly:https://t.co/mk7tow11c4 ^CR
@115830 my delivery was left outside in the pouring rain today. The box is saturated and one of the books wet. How do I get a replacement? https://t.co/0X7QS2dZuP,"@767510 Hi, I'm so sorry to see this Charlotte. You can request a replacement through the orders page on your account. Next to this item you will see a ""Return or replace"" button. You can find your orders here  https://t.co/aaDyEz1VgE ^KK"
@AmazonHelp Thank you!,"@767510 You are very welcome, Charlotte! So sorry for the way your parcel was delivered! Please let us know if we can be of further assistance! ^AD"
"@AmazonHelp All items were shipped USPS, still no delivery estimate","@767515 I'm so sorry for the delay! Please get in touch with here: https://t.co/hApLpMlfHN, so we can look into this further! ^JY"
@AmazonHelp  https://t.co/WV1bUPATNY,@767515 I apologize for your package being late. Please check the following link: https://t.co/Y5jpI9gRhE and tell us who the carrier is. ^CC
"@115821 prime has been a joke this year. For the third time my packages are taking a week to come in, why the hell do I even pay for this shit?",@767515 Two-Day Shipping refers to the time in transit once an order is dispatched. Are we missing the delivery dates provided in your Order Confirmation e-mails? Please let us know! ^EZ
@AmazonHelp Très bien ^^,@767773 Merci à vous ^KD
Bonjour @120533 n'aurais - t - il pas un problème sur cette article ?? https://t.co/cmHHiIi1ir,"@767773 Bonsoir, je vous remercie d'avoir signalé cela. Je vous confirme avoir remonté l'information au département concerné afin qu'il prenne les mesures nécessaires.^FT"
"@AmazonHelp The other product was just to take it over the £20 for free delivery. Was 2.99 but had 3.97 took off my account. My order email has total £27 when it should be 23.97, says 4.12 VAT","@768037 Hi, Lori! I'm sorry for any frustration we may have caused. Unfortunately, we are unable to see account information here on Twitter. Please reach out to us via phone or chat so that we may further assist:  https://t.co/JzP7hlA23B  ^SP"
"@116875 hola me podrían dar el correo electrónico de soporte al cliente, mi cuenta fue bloqueada por falta de verificación, y quisiera acceder solo que necesito el correo para poder mandar mis datos de verificación, ya que la página no me deja acceder por que dice bloqueada","@768309 Hola Marcus, lamento saber que se ha presentado este inconveniente. Por favor, entra en contacto con nuestros compañeros de Soporte al Cliente para que puedan brindarte asistencia: https://t.co/7qpUL7crBj. ^DA"
@AmazonHelp I clicked on that and there nothing about item that says delivered when it hasn't,"@228133 Please select ""Where's My Stuff"" in field number 2, then scroll down to select how you wish to contact us. ^JZ"
@115830 I'm having trouble registering on your site. Can I dm you?,@181602 Hi Esra- Yup sure you can DM us if that suits better? ^NV
